mode,ox/red,error,control changes,Ns changes,counter inc.,Ns,I Range,time/s,control/V/mA,Ecell/V,I/mA,dq/mA.h,(Q-Qo)/mA.h,|Energy|/W.h,Q charge/discharge/mA.h,half cycle,Energy charge/W.h,Energy discharge/W.h,Capacitance charge/µF,Capacitance discharge/µF,step time/s,x,Q discharge/mA.h,Q charge/mA.h,Capacity/mA.h,Efficiency/%,control/V,control/mA,cycle number,P/W,R/Ohm
1,1,0,0,0,0,1,112,2.50E+02,2.00E+03,3.03E+00,2.01E+03,1.67E+01,1.34E+02,3.96E-01,1.34E+02,0,3.96E-01,0.00E+00,1.33E+09,0.00E+00,2.50E+02,9.61E-01,0.00E+00,1.34E+02,1.34E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.08E+00,1.51E+00
1,1,0,0,0,0,1,112,2.80E+02,2.00E+03,3.04E+00,2.01E+03,1.67E+01,1.50E+02,4.47E-01,1.50E+02,0,4.47E-01,0.00E+00,1.45E+09,0.00E+00,2.80E+02,9.56E-01,0.00E+00,1.50E+02,1.50E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.09E+00,1.51E+00
1,1,0,0,0,0,1,112,3.10E+02,2.00E+03,3.05E+00,2.01E+03,1.67E+01,1.67E+02,4.98E-01,1.67E+02,0,4.98E-01,0.00E+00,1.58E+09,0.00E+00,3.10E+02,9.51E-01,0.00E+00,1.67E+02,1.67E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.11E+00,1.52E+00
1,1,0,0,0,0,1,112,3.40E+02,2.00E+03,3.06E+00,2.01E+03,1.67E+01,1.84E+02,5.49E-01,1.84E+02,0,5.49E-01,0.00E+00,1.70E+09,0.00E+00,3.40E+02,9.46E-01,0.00E+00,1.84E+02,1.84E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.13E+00,1.52E+00
1,1,0,0,0,0,1,112,3.70E+02,2.00E+03,3.06E+00,2.01E+03,1.67E+01,2.01E+02,6.00E-01,2.01E+02,0,6.00E-01,0.00E+00,1.81E+09,0.00E+00,3.70E+02,9.42E-01,0.00E+00,2.01E+02,2.01E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.14E+00,1.53E+00
1,1,0,0,0,0,1,112,4.00E+02,2.00E+03,3.07E+00,2.01E+03,1.67E+01,2.17E+02,6.51E-01,2.17E+02,0,6.51E-01,0.00E+00,1.93E+09,0.00E+00,4.00E+02,9.37E-01,0.00E+00,2.17E+02,2.17E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.16E+00,1.53E+00
1,1,0,0,0,0,1,112,4.30E+02,2.00E+03,3.08E+00,2.01E+03,1.67E+01,2.34E+02,7.03E-01,2.34E+02,0,7.03E-01,0.00E+00,2.04E+09,0.00E+00,4.30E+02,9.32E-01,0.00E+00,2.34E+02,2.34E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.18E+00,1.53E+00
1,1,0,0,0,0,1,112,4.60E+02,2.00E+03,3.09E+00,2.01E+03,1.67E+01,2.51E+02,7.54E-01,2.51E+02,0,7.54E-01,0.00E+00,2.14E+09,0.00E+00,4.60E+02,9.27E-01,0.00E+00,2.51E+02,2.51E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.19E+00,1.54E+00
1,1,0,0,0,0,1,112,4.90E+02,2.00E+03,3.09E+00,2.01E+03,1.67E+01,2.67E+02,8.06E-01,2.67E+02,0,8.06E-01,0.00E+00,2.25E+09,0.00E+00,4.90E+02,9.22E-01,0.00E+00,2.67E+02,2.67E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.20E+00,1.54E+00
1,1,0,0,0,0,1,112,5.20E+02,2.00E+03,3.10E+00,2.01E+03,1.67E+01,2.84E+02,8.57E-01,2.84E+02,0,8.57E-01,0.00E+00,2.35E+09,0.00E+00,5.20E+02,9.17E-01,0.00E+00,2.84E+02,2.84E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.22E+00,1.55E+00
1,1,0,0,0,0,1,112,5.50E+02,2.00E+03,3.11E+00,2.01E+03,1.67E+01,3.01E+02,9.09E-01,3.01E+02,0,9.09E-01,0.00E+00,2.45E+09,0.00E+00,5.50E+02,9.12E-01,0.00E+00,3.01E+02,3.01E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.23E+00,1.55E+00
1,1,0,0,0,0,1,112,5.80E+02,2.00E+03,3.11E+00,2.01E+03,1.67E+01,3.18E+02,9.61E-01,3.18E+02,0,9.61E-01,0.00E+00,2.55E+09,0.00E+00,5.80E+02,9.07E-01,0.00E+00,3.18E+02,3.18E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.25E+00,1.55E+00
1,1,0,0,0,0,1,112,6.10E+02,2.00E+03,3.12E+00,2.01E+03,1.67E+01,3.34E+02,1.01E+00,3.34E+02,0,1.01E+00,0.00E+00,2.65E+09,0.00E+00,6.10E+02,9.03E-01,0.00E+00,3.34E+02,3.34E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.26E+00,1.56E+00
1,1,0,0,0,0,1,112,6.40E+02,2.00E+03,3.13E+00,2.01E+03,1.67E+01,3.51E+02,1.07E+00,3.51E+02,0,1.07E+00,0.00E+00,2.74E+09,0.00E+00,6.40E+02,8.98E-01,0.00E+00,3.51E+02,3.51E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.27E+00,1.56E+00
1,1,0,0,0,0,1,112,6.70E+02,2.00E+03,3.13E+00,2.01E+03,1.67E+01,3.68E+02,1.12E+00,3.68E+02,0,1.12E+00,0.00E+00,2.82E+09,0.00E+00,6.70E+02,8.93E-01,0.00E+00,3.68E+02,3.68E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.29E+00,1.56E+00
1,1,0,0,0,0,1,112,7.00E+02,2.00E+03,3.14E+00,2.01E+03,1.67E+01,3.84E+02,1.17E+00,3.84E+02,0,1.17E+00,0.00E+00,2.90E+09,0.00E+00,7.00E+02,8.88E-01,0.00E+00,3.84E+02,3.84E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.30E+00,1.57E+00
1,1,0,0,0,0,1,112,7.30E+02,2.00E+03,3.15E+00,2.00E+03,1.67E+01,4.01E+02,1.22E+00,4.01E+02,0,1.22E+00,0.00E+00,2.97E+09,0.00E+00,7.30E+02,8.83E-01,0.00E+00,4.01E+02,4.01E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.32E+00,1.57E+00
1,1,0,0,0,0,1,112,7.60E+02,2.00E+03,3.16E+00,2.01E+03,1.67E+01,4.18E+02,1.28E+00,4.18E+02,0,1.28E+00,0.00E+00,3.03E+09,0.00E+00,7.60E+02,8.78E-01,0.00E+00,4.18E+02,4.18E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.34E+00,1.58E+00
1,1,0,0,0,0,1,112,7.90E+02,2.00E+03,3.17E+00,2.01E+03,1.67E+01,4.35E+02,1.33E+00,4.35E+02,0,1.33E+00,0.00E+00,3.09E+09,0.00E+00,7.90E+02,8.73E-01,0.00E+00,4.35E+02,4.35E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.36E+00,1.58E+00
1,1,0,0,0,0,1,112,8.20E+02,2.00E+03,3.18E+00,2.01E+03,1.67E+01,4.51E+02,1.38E+00,4.51E+02,0,1.38E+00,0.00E+00,3.13E+09,0.00E+00,8.20E+02,8.69E-01,0.00E+00,4.51E+02,4.51E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.39E+00,1.59E+00
1,1,0,0,0,0,1,112,8.50E+02,2.00E+03,3.20E+00,2.01E+03,1.67E+01,4.68E+02,1.44E+00,4.68E+02,0,1.44E+00,0.00E+00,3.17E+09,0.00E+00,8.50E+02,8.64E-01,0.00E+00,4.68E+02,4.68E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.41E+00,1.59E+00
1,1,0,0,0,0,1,112,8.80E+02,2.00E+03,3.21E+00,2.01E+03,1.67E+01,4.85E+02,1.49E+00,4.85E+02,0,1.49E+00,0.00E+00,3.20E+09,0.00E+00,8.80E+02,8.59E-01,0.00E+00,4.85E+02,4.85E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.44E+00,1.60E+00
1,1,0,0,0,0,1,112,9.10E+02,2.00E+03,3.22E+00,2.01E+03,1.67E+01,5.01E+02,1.54E+00,5.01E+02,0,1.54E+00,0.00E+00,3.23E+09,0.00E+00,9.10E+02,8.54E-01,0.00E+00,5.01E+02,5.01E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.47E+00,1.61E+00
1,1,0,0,0,0,1,112,9.40E+02,2.00E+03,3.24E+00,2.01E+03,1.67E+01,5.18E+02,1.60E+00,5.18E+02,0,1.60E+00,0.00E+00,3.25E+09,0.00E+00,9.40E+02,8.49E-01,0.00E+00,5.18E+02,5.18E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.50E+00,1.61E+00
1,1,0,0,0,0,1,112,9.70E+02,2.00E+03,3.25E+00,2.01E+03,1.67E+01,5.35E+02,1.65E+00,5.35E+02,0,1.65E+00,0.00E+00,3.27E+09,0.00E+00,9.70E+02,8.44E-01,0.00E+00,5.35E+02,5.35E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.53E+00,1.62E+00
1,1,0,0,0,0,1,112,1.00E+03,2.00E+03,3.27E+00,2.01E+03,1.67E+01,5.52E+02,1.71E+00,5.52E+02,0,1.71E+00,0.00E+00,3.28E+09,0.00E+00,1.00E+03,8.39E-01,0.00E+00,5.52E+02,5.52E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.56E+00,1.63E+00
1,1,0,0,0,0,1,112,1.03E+03,2.00E+03,3.29E+00,2.01E+03,1.67E+01,5.68E+02,1.76E+00,5.68E+02,0,1.76E+00,0.00E+00,3.29E+09,0.00E+00,1.03E+03,8.34E-01,0.00E+00,5.68E+02,5.68E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.59E+00,1.64E+00
1,1,0,0,0,0,1,112,1.06E+03,2.00E+03,3.30E+00,2.01E+03,1.67E+01,5.85E+02,1.81E+00,5.85E+02,0,1.81E+00,0.00E+00,3.30E+09,0.00E+00,1.06E+03,8.30E-01,0.00E+00,5.85E+02,5.85E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.63E+00,1.65E+00
1,1,0,0,0,0,1,112,1.09E+03,2.00E+03,3.32E+00,2.01E+03,1.67E+01,6.02E+02,1.87E+00,6.02E+02,0,1.87E+00,0.00E+00,3.30E+09,0.00E+00,1.09E+03,8.25E-01,0.00E+00,6.02E+02,6.02E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.66E+00,1.66E+00
1,1,0,0,0,0,1,112,1.12E+03,2.00E+03,3.34E+00,2.01E+03,1.67E+01,6.18E+02,1.93E+00,6.18E+02,0,1.93E+00,0.00E+00,3.31E+09,0.00E+00,1.12E+03,8.20E-01,0.00E+00,6.18E+02,6.18E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.70E+00,1.66E+00
1,1,0,0,0,0,1,112,1.15E+03,2.00E+03,3.36E+00,2.01E+03,1.67E+01,6.35E+02,1.98E+00,6.35E+02,0,1.98E+00,0.00E+00,3.31E+09,0.00E+00,1.15E+03,8.15E-01,0.00E+00,6.35E+02,6.35E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.73E+00,1.67E+00
1,1,0,0,0,0,1,112,1.18E+03,2.00E+03,3.37E+00,2.01E+03,1.67E+01,6.52E+02,2.04E+00,6.52E+02,0,2.04E+00,0.00E+00,3.31E+09,0.00E+00,1.18E+03,8.10E-01,0.00E+00,6.52E+02,6.52E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.77E+00,1.68E+00
1,1,0,0,0,0,1,112,1.21E+03,2.00E+03,3.39E+00,2.01E+03,1.67E+01,6.69E+02,2.09E+00,6.69E+02,0,2.09E+00,0.00E+00,3.31E+09,0.00E+00,1.21E+03,8.05E-01,0.00E+00,6.69E+02,6.69E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.80E+00,1.69E+00
1,1,0,0,0,0,1,112,1.24E+03,2.00E+03,3.41E+00,2.01E+03,1.67E+01,6.85E+02,2.15E+00,6.85E+02,0,2.15E+00,0.00E+00,3.31E+09,0.00E+00,1.24E+03,8.00E-01,0.00E+00,6.85E+02,6.85E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.84E+00,1.70E+00
1,1,0,0,0,0,1,112,1.27E+03,2.00E+03,3.43E+00,2.01E+03,1.67E+01,7.02E+02,2.21E+00,7.02E+02,0,2.21E+00,0.00E+00,3.31E+09,0.00E+00,1.27E+03,7.95E-01,0.00E+00,7.02E+02,7.02E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.88E+00,1.71E+00
1,1,0,0,0,0,1,112,1.30E+03,2.00E+03,3.45E+00,2.01E+03,1.67E+01,7.19E+02,2.27E+00,7.19E+02,0,2.27E+00,0.00E+00,3.31E+09,0.00E+00,1.30E+03,7.91E-01,0.00E+00,7.19E+02,7.19E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.91E+00,1.72E+00
1,1,0,0,0,0,1,112,1.33E+03,2.00E+03,3.46E+00,2.01E+03,1.67E+01,7.35E+02,2.32E+00,7.35E+02,0,2.32E+00,0.00E+00,3.31E+09,0.00E+00,1.33E+03,7.86E-01,0.00E+00,7.35E+02,7.35E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.95E+00,1.73E+00
1,1,0,0,0,0,1,112,1.36E+03,2.00E+03,3.48E+00,2.01E+03,1.67E+01,7.52E+02,2.38E+00,7.52E+02,0,2.38E+00,0.00E+00,3.31E+09,0.00E+00,1.36E+03,7.81E-01,0.00E+00,7.52E+02,7.52E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,6.98E+00,1.74E+00
1,1,0,0,0,0,1,112,1.39E+03,2.00E+03,3.50E+00,2.01E+03,1.67E+01,7.69E+02,2.44E+00,7.69E+02,0,2.44E+00,0.00E+00,3.32E+09,0.00E+00,1.39E+03,7.76E-01,0.00E+00,7.69E+02,7.69E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.02E+00,1.74E+00
1,1,0,0,0,0,1,112,1.42E+03,2.00E+03,3.52E+00,2.01E+03,1.67E+01,7.86E+02,2.50E+00,7.86E+02,0,2.50E+00,0.00E+00,3.32E+09,0.00E+00,1.42E+03,7.71E-01,0.00E+00,7.86E+02,7.86E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.05E+00,1.75E+00
1,1,0,0,0,0,1,112,1.45E+03,2.00E+03,3.53E+00,2.01E+03,1.67E+01,8.02E+02,2.56E+00,8.02E+02,0,2.56E+00,0.00E+00,3.33E+09,0.00E+00,1.45E+03,7.66E-01,0.00E+00,8.02E+02,8.02E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.09E+00,1.76E+00
1,1,0,0,0,0,1,112,1.48E+03,2.00E+03,3.55E+00,2.01E+03,1.67E+01,8.19E+02,2.62E+00,8.19E+02,0,2.62E+00,0.00E+00,3.33E+09,0.00E+00,1.48E+03,7.61E-01,0.00E+00,8.19E+02,8.19E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.12E+00,1.77E+00
1,1,0,0,0,0,1,112,1.51E+03,2.00E+03,3.57E+00,2.01E+03,1.67E+01,8.36E+02,2.68E+00,8.36E+02,0,2.68E+00,0.00E+00,3.34E+09,0.00E+00,1.51E+03,7.56E-01,0.00E+00,8.36E+02,8.36E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.15E+00,1.78E+00
1,1,0,0,0,0,1,112,1.54E+03,2.00E+03,3.58E+00,2.01E+03,1.67E+01,8.52E+02,2.74E+00,8.52E+02,0,2.74E+00,0.00E+00,3.35E+09,0.00E+00,1.54E+03,7.52E-01,0.00E+00,8.52E+02,8.52E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.18E+00,1.79E+00
1,1,0,0,0,0,1,112,1.57E+03,2.00E+03,3.60E+00,2.01E+03,1.67E+01,8.69E+02,2.80E+00,8.69E+02,0,2.80E+00,0.00E+00,3.36E+09,0.00E+00,1.57E+03,7.47E-01,0.00E+00,8.69E+02,8.69E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.21E+00,1.79E+00
1,1,0,0,0,0,1,112,1.60E+03,2.00E+03,3.61E+00,2.01E+03,1.67E+01,8.86E+02,2.86E+00,8.86E+02,0,2.86E+00,0.00E+00,3.37E+09,0.00E+00,1.60E+03,7.42E-01,0.00E+00,8.86E+02,8.86E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.24E+00,1.80E+00
1,1,0,0,0,0,1,112,1.63E+03,2.00E+03,3.63E+00,2.01E+03,1.67E+01,9.03E+02,2.92E+00,9.03E+02,0,2.92E+00,0.00E+00,3.38E+09,0.00E+00,1.63E+03,7.37E-01,0.00E+00,9.03E+02,9.03E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.27E+00,1.81E+00
1,1,0,0,0,0,1,112,1.66E+03,2.00E+03,3.64E+00,2.01E+03,1.67E+01,9.19E+02,2.98E+00,9.19E+02,0,2.98E+00,0.00E+00,3.40E+09,0.00E+00,1.66E+03,7.32E-01,0.00E+00,9.19E+02,9.19E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.30E+00,1.81E+00
1,1,0,0,0,0,1,112,1.69E+03,2.00E+03,3.65E+00,2.01E+03,1.67E+01,9.36E+02,3.04E+00,9.36E+02,0,3.04E+00,0.00E+00,3.41E+09,0.00E+00,1.69E+03,7.27E-01,0.00E+00,9.36E+02,9.36E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.33E+00,1.82E+00
1,1,0,0,0,0,1,112,1.72E+03,2.00E+03,3.67E+00,2.01E+03,1.67E+01,9.53E+02,3.10E+00,9.53E+02,0,3.10E+00,0.00E+00,3.42E+09,0.00E+00,1.72E+03,7.22E-01,0.00E+00,9.53E+02,9.53E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.36E+00,1.83E+00
1,1,0,0,0,0,1,112,1.75E+03,2.00E+03,3.68E+00,2.01E+03,1.67E+01,9.69E+02,3.16E+00,9.69E+02,0,3.16E+00,0.00E+00,3.43E+09,0.00E+00,1.75E+03,7.18E-01,0.00E+00,9.69E+02,9.69E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.39E+00,1.84E+00
1,1,0,0,0,0,1,112,1.78E+03,2.00E+03,3.70E+00,2.01E+03,1.67E+01,9.86E+02,3.22E+00,9.86E+02,0,3.22E+00,0.00E+00,3.44E+09,0.00E+00,1.78E+03,7.13E-01,0.00E+00,9.86E+02,9.86E+02,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.42E+00,1.84E+00
1,1,0,0,0,0,1,112,1.81E+03,2.00E+03,3.71E+00,2.01E+03,1.67E+01,1.00E+03,3.28E+00,1.00E+03,0,3.28E+00,0.00E+00,3.45E+09,0.00E+00,1.81E+03,7.08E-01,0.00E+00,1.00E+03,1.00E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.45E+00,1.85E+00
1,1,0,0,0,0,1,112,1.84E+03,2.00E+03,3.73E+00,2.01E+03,1.67E+01,1.02E+03,3.35E+00,1.02E+03,0,3.35E+00,0.00E+00,3.46E+09,0.00E+00,1.84E+03,7.03E-01,0.00E+00,1.02E+03,1.02E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.48E+00,1.86E+00
1,1,0,0,0,0,1,112,1.87E+03,2.00E+03,3.74E+00,2.01E+03,1.67E+01,1.04E+03,3.41E+00,1.04E+03,0,3.41E+00,0.00E+00,3.46E+09,0.00E+00,1.87E+03,6.98E-01,0.00E+00,1.04E+03,1.04E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.50E+00,1.87E+00
1,1,0,0,0,0,1,112,1.90E+03,2.00E+03,3.76E+00,2.01E+03,1.67E+01,1.05E+03,3.47E+00,1.05E+03,0,3.47E+00,0.00E+00,3.47E+09,0.00E+00,1.90E+03,6.93E-01,0.00E+00,1.05E+03,1.05E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.54E+00,1.87E+00
1,1,0,0,0,0,1,112,1.93E+03,2.00E+03,3.77E+00,2.01E+03,1.67E+01,1.07E+03,3.54E+00,1.07E+03,0,3.54E+00,0.00E+00,3.47E+09,0.00E+00,1.93E+03,6.88E-01,0.00E+00,1.07E+03,1.07E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.57E+00,1.88E+00
1,1,0,0,0,0,1,112,1.96E+03,2.00E+03,3.79E+00,2.01E+03,1.67E+01,1.09E+03,3.60E+00,1.09E+03,0,3.60E+00,0.00E+00,3.48E+09,0.00E+00,1.96E+03,6.83E-01,0.00E+00,1.09E+03,1.09E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.60E+00,1.89E+00
1,1,0,0,0,0,1,112,1.99E+03,2.00E+03,3.81E+00,2.01E+03,1.67E+01,1.10E+03,3.66E+00,1.10E+03,0,3.66E+00,0.00E+00,3.48E+09,0.00E+00,1.99E+03,6.79E-01,0.00E+00,1.10E+03,1.10E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.64E+00,1.90E+00
1,1,0,0,0,0,1,112,2.02E+03,2.00E+03,3.83E+00,2.01E+03,1.67E+01,1.12E+03,3.73E+00,1.12E+03,0,3.73E+00,0.00E+00,3.47E+09,0.00E+00,2.02E+03,6.74E-01,0.00E+00,1.12E+03,1.12E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.68E+00,1.91E+00
1,1,0,0,0,0,1,112,2.05E+03,2.00E+03,3.84E+00,2.01E+03,1.67E+01,1.14E+03,3.79E+00,1.14E+03,0,3.79E+00,0.00E+00,3.47E+09,0.00E+00,2.05E+03,6.69E-01,0.00E+00,1.14E+03,1.14E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.71E+00,1.92E+00
1,1,0,0,0,0,1,112,2.08E+03,2.00E+03,3.86E+00,2.01E+03,1.67E+01,1.15E+03,3.85E+00,1.15E+03,0,3.85E+00,0.00E+00,3.47E+09,0.00E+00,2.08E+03,6.64E-01,0.00E+00,1.15E+03,1.15E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.75E+00,1.93E+00
1,1,0,0,0,0,1,112,2.11E+03,2.00E+03,3.88E+00,2.01E+03,1.67E+01,1.17E+03,3.92E+00,1.17E+03,0,3.92E+00,0.00E+00,3.46E+09,0.00E+00,2.11E+03,6.59E-01,0.00E+00,1.17E+03,1.17E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.79E+00,1.94E+00
1,1,0,0,0,0,1,112,2.14E+03,2.00E+03,3.90E+00,2.01E+03,1.67E+01,1.19E+03,3.98E+00,1.19E+03,0,3.98E+00,0.00E+00,3.45E+09,0.00E+00,2.14E+03,6.54E-01,0.00E+00,1.19E+03,1.19E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.83E+00,1.95E+00
1,1,0,0,0,0,1,112,2.17E+03,2.00E+03,3.93E+00,2.01E+03,1.67E+01,1.20E+03,4.05E+00,1.20E+03,0,4.05E+00,0.00E+00,3.44E+09,0.00E+00,2.17E+03,6.49E-01,0.00E+00,1.20E+03,1.20E+03,0.00E+00,0.00E+00,2.00E+03,0.00E+00,7.87E+00,1.96E+00
