mode,ox/red,error,control changes,Ns changes,counter inc.,Ns,I Range,time/s,control/V/mA,Ecell/V,I/mA,dq/mA.h,(Q-Qo)/mA.h,|Energy|/W.h,freq/Hz,|Z|/Ohm,Phase(Z)/deg,Q charge/discharge/mA.h,half cycle,Energy charge/W.h,Energy discharge/W.h,Capacitance charge/µF,Capacitance discharge/µF,step time/s,z cycle,Re(Z)/Ohm,Im(Z)/Ohm,Re(Y)/Ohm-1,Im(Y)/Ohm-1,|Y|/Ohm-1,Phase(Y)/deg,x,Q discharge/mA.h,Q charge/mA.h,Capacity/mA.h,Efficiency/%,control/V,control/mA,cycle number,P/W,R/Ohm
2,0,0,1,0,0,1,113,3.68E+05,2.81E+00,2.80E+00,-3.87E+02,-1.05E-01,-7.34E+02,1.19E+03,1.42E-01,2.50E-02,-1.54E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.22E+10,9.85E+09,3.31E+03,63,2.41E-02,6.63E-03,3.85E+01,1.06E+01,4.00E+01,1.54E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,-1.08E+00,7.25E+00
2,0,0,1,0,0,1,113,3.68E+05,2.81E+00,2.80E+00,-3.05E+02,-1.55E-01,-7.34E+02,1.19E+03,1.05E-01,2.61E-02,-1.80E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.22E+10,9.84E+09,3.33E+03,63,2.48E-02,8.07E-03,3.65E+01,1.19E+01,3.84E+01,1.80E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,-8.55E-01,9.19E+00
2,0,0,1,0,0,1,113,3.68E+05,2.81E+00,2.81E+00,-2.23E+01,-1.69E-01,-7.34E+02,1.19E+03,7.92E-02,2.75E-02,-2.12E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.22E+10,9.88E+09,3.36E+03,63,2.57E-02,9.94E-03,3.39E+01,1.31E+01,3.63E+01,2.12E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,-6.27E-02,1.26E+02
2,1,0,1,0,0,1,113,3.68E+05,2.81E+00,2.81E+00,1.99E+02,-8.80E-02,-7.34E+02,1.19E+03,5.82E-02,2.94E-02,-2.52E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.22E+10,9.93E+09,3.40E+03,63,2.66E-02,1.25E-02,3.08E+01,1.45E+01,3.40E+01,2.52E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,5.60E-01,1.41E+01
2,1,0,1,0,0,1,113,3.68E+05,2.81E+00,2.82E+00,2.99E+02,9.44E-02,-7.34E+02,1.19E+03,4.42E-02,3.11E-02,-2.89E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.50E+10,9.93E+09,3.44E+03,63,2.72E-02,1.50E-02,2.82E+01,1.55E+01,3.22E+01,2.89E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,8.45E-01,9.42E+00
2,1,0,1,0,0,1,113,3.68E+05,2.81E+00,2.82E+00,1.69E+02,1.14E-01,-7.34E+02,1.19E+03,3.26E-02,3.43E-02,-3.37E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.53E+10,9.93E+09,3.51E+03,63,2.85E-02,1.90E-02,2.43E+01,1.62E+01,2.92E+01,3.37E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,4.77E-01,1.67E+01
2,1,0,1,0,0,1,113,3.69E+05,2.81E+00,2.82E+00,8.50E+01,-6.82E-02,-7.34E+02,1.19E+03,2.33E-02,3.83E-02,-3.92E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.53E+10,9.97E+09,3.60E+03,63,2.97E-02,2.42E-02,2.02E+01,1.65E+01,2.61E+01,3.92E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,2.40E-01,3.32E+01
2,0,0,1,0,0,1,113,3.69E+05,2.81E+00,2.81E+00,-1.66E+02,-3.26E-01,-7.34E+02,1.19E+03,1.86E-02,4.28E-02,-4.60E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.53E+10,9.91E+09,3.71E+03,63,2.97E-02,3.08E-02,1.62E+01,1.68E+01,2.34E+01,4.60E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,-4.68E-01,1.69E+01
2,0,0,1,0,0,1,113,3.69E+05,2.81E+00,2.80E+00,-1.78E+02,-1.01E+00,-7.35E+02,1.19E+03,1.40E-02,4.92E-02,-4.94E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.53E+10,9.85E+09,3.87E+03,63,3.20E-02,3.73E-02,1.33E+01,1.54E+01,2.03E+01,4.94E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,-4.99E-01,1.58E+01
2,0,0,1,0,0,1,113,3.69E+05,2.81E+00,2.80E+00,-1.44E+02,-4.34E-01,-7.36E+02,1.19E+03,9.31E-03,6.25E-02,-6.13E+01,-3.72E+03,83,1.47E+01,1.28E+01,9.53E+10,9.86E+09,4.08E+03,63,3.00E-02,5.48E-02,7.69E+00,1.40E+01,1.60E+01,6.13E+01,1.18E+00,3.72E+03,0.00E+00,3.72E+03,0.00E+00,2.81E+00,0.00E+00,4.10E+01,-4.03E-01,1.95E+01
3,0,0,0,1,0,2,115,3.69E+05,0.00E+00,2.81E+00,0.00E+00,3.21E-03,-7.36E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,-3.72E+03,83,1.47E+01,1.28E+01,8.68E+10,9.86E+09,4.08E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+00,3.72E+03,0.00E+00,3.72E+03,1.00E+02,0.00E+00,0.00E+00,4.10E+01,0.00E+00,0.00E+00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,1,0,0,3,112,3.69E+05,8.00E+03,2.96E+00,8.00E+03,4.45E-03,-7.36E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,4.45E-03,84,1.31E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+00,0.00E+00,4.45E-03,4.45E-03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.37E+01,3.69E-01
1,1,0,1,1,0,3,112,3.69E+05,8.00E+03,2.96E+00,8.00E+03,4.45E-03,-7.36E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,8.89E-03,84,2.63E-05,0.00E+00,9.56E+06,0.00E+00,2.00E-03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+00,0.00E+00,8.89E-03,8.89E-03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.37E+01,3.70E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.49E+00,8.00E+03,6.67E+01,-6.02E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.33E+02,84,4.44E-01,0.00E+00,8.97E+08,0.00E+00,6.00E+01,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+00,0.00E+00,1.33E+02,1.33E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.79E+01,4.36E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.57E+00,8.00E+03,6.67E+01,-5.36E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.00E+02,84,6.79E-01,0.00E+00,1.17E+09,0.00E+00,9.00E+01,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+00,0.00E+00,2.00E+02,2.00E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.85E+01,4.46E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.60E+00,8.00E+03,6.67E+01,-4.69E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.67E+02,84,9.19E-01,0.00E+00,1.49E+09,0.00E+00,1.20E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+00,0.00E+00,2.67E+02,2.67E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.88E+01,4.50E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.63E+00,8.00E+03,6.67E+01,-4.02E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,3.33E+02,84,1.16E+00,0.00E+00,1.79E+09,0.00E+00,1.50E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+00,0.00E+00,3.33E+02,3.33E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.90E+01,4.53E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.65E+00,8.00E+03,6.67E+01,-3.36E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,4.00E+02,84,1.40E+00,0.00E+00,2.09E+09,0.00E+00,1.80E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E+00,0.00E+00,4.00E+02,4.00E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.92E+01,4.56E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.66E+00,8.00E+03,6.67E+01,-2.69E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,4.67E+02,84,1.65E+00,0.00E+00,2.37E+09,0.00E+00,2.10E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+00,0.00E+00,4.67E+02,4.67E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.93E+01,4.58E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.68E+00,8.00E+03,6.67E+01,-2.02E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,5.33E+02,84,1.89E+00,0.00E+00,2.65E+09,0.00E+00,2.40E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+00,0.00E+00,5.33E+02,5.33E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.95E+01,4.60E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.70E+00,8.00E+03,6.67E+01,-1.36E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,6.00E+02,84,2.14E+00,0.00E+00,2.92E+09,0.00E+00,2.70E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+00,0.00E+00,6.00E+02,6.00E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.96E+01,4.62E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.71E+00,8.00E+03,6.67E+01,-6.91E+01,1.19E+03,0.00E+00,0.00E+00,0.00E+00,6.67E+02,84,2.38E+00,0.00E+00,3.18E+09,0.00E+00,3.00E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+00,0.00E+00,6.67E+02,6.67E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.97E+01,4.64E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.73E+00,8.00E+03,6.67E+01,-2.39E+00,1.19E+03,0.00E+00,0.00E+00,0.00E+00,7.33E+02,84,2.63E+00,0.00E+00,3.44E+09,0.00E+00,3.30E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,7.33E+02,7.33E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.98E+01,4.66E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.74E+00,8.00E+03,6.67E+01,6.43E+01,1.19E+03,0.00E+00,0.00E+00,0.00E+00,8.00E+02,84,2.88E+00,0.00E+00,3.69E+09,0.00E+00,3.60E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.84E-01,0.00E+00,8.00E+02,8.00E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,2.99E+01,4.67E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.75E+00,8.00E+03,6.67E+01,1.31E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,8.67E+02,84,3.13E+00,0.00E+00,3.93E+09,0.00E+00,3.90E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.67E-01,0.00E+00,8.67E+02,8.67E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.00E+01,4.69E-01
1,1,0,1,0,0,3,112,3.69E+05,8.00E+03,3.76E+00,8.00E+03,6.67E+01,1.98E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,9.33E+02,84,3.38E+00,0.00E+00,4.16E+09,0.00E+00,4.20E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.51E-01,0.00E+00,9.33E+02,9.33E+02,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.01E+01,4.70E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.78E+00,8.00E+03,6.67E+01,2.64E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.00E+03,84,3.63E+00,0.00E+00,4.39E+09,0.00E+00,4.50E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.34E-01,0.00E+00,1.00E+03,1.00E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.02E+01,4.72E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.79E+00,8.00E+03,6.67E+01,3.31E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.07E+03,84,3.88E+00,0.00E+00,4.61E+09,0.00E+00,4.80E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.17E-01,0.00E+00,1.07E+03,1.07E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.03E+01,4.74E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.80E+00,8.00E+03,6.67E+01,3.98E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.13E+03,84,4.14E+00,0.00E+00,4.82E+09,0.00E+00,5.10E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.01E-01,0.00E+00,1.13E+03,1.13E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.04E+01,4.75E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.82E+00,8.00E+03,6.67E+01,4.64E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.20E+03,84,4.39E+00,0.00E+00,5.03E+09,0.00E+00,5.40E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.84E-01,0.00E+00,1.20E+03,1.20E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.05E+01,4.77E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.83E+00,8.00E+03,6.67E+01,5.31E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.27E+03,84,4.65E+00,0.00E+00,5.23E+09,0.00E+00,5.70E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.67E-01,0.00E+00,1.27E+03,1.27E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.06E+01,4.79E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.84E+00,8.00E+03,6.67E+01,5.98E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.33E+03,84,4.90E+00,0.00E+00,5.42E+09,0.00E+00,6.00E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.51E-01,0.00E+00,1.33E+03,1.33E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.07E+01,4.80E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.86E+00,8.00E+03,6.67E+01,6.64E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.40E+03,84,5.16E+00,0.00E+00,5.60E+09,0.00E+00,6.30E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.34E-01,0.00E+00,1.40E+03,1.40E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.09E+01,4.82E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.87E+00,8.00E+03,6.67E+01,7.31E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.47E+03,84,5.42E+00,0.00E+00,5.77E+09,0.00E+00,6.60E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.17E-01,0.00E+00,1.47E+03,1.47E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.10E+01,4.84E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.89E+00,8.00E+03,6.67E+01,7.98E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.53E+03,84,5.68E+00,0.00E+00,5.93E+09,0.00E+00,6.90E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.01E-01,0.00E+00,1.53E+03,1.53E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.11E+01,4.86E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.90E+00,8.00E+03,6.67E+01,8.64E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.60E+03,84,5.93E+00,0.00E+00,6.08E+09,0.00E+00,7.20E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.84E-01,0.00E+00,1.60E+03,1.60E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.12E+01,4.88E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.92E+00,8.00E+03,6.67E+01,9.31E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.67E+03,84,6.20E+00,0.00E+00,6.22E+09,0.00E+00,7.50E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.67E-01,0.00E+00,1.67E+03,1.67E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.14E+01,4.90E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.94E+00,8.00E+03,6.67E+01,9.98E+02,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.73E+03,84,6.46E+00,0.00E+00,6.36E+09,0.00E+00,7.80E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.51E-01,0.00E+00,1.73E+03,1.73E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.15E+01,4.92E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.95E+00,8.00E+03,6.67E+01,1.06E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.80E+03,84,6.72E+00,0.00E+00,6.49E+09,0.00E+00,8.10E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.34E-01,0.00E+00,1.80E+03,1.80E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.16E+01,4.94E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.97E+00,8.00E+03,6.67E+01,1.13E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.87E+03,84,6.98E+00,0.00E+00,6.62E+09,0.00E+00,8.40E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.17E-01,0.00E+00,1.87E+03,1.87E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.18E+01,4.96E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,3.99E+00,8.00E+03,6.67E+01,1.20E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,1.93E+03,84,7.25E+00,0.00E+00,6.75E+09,0.00E+00,8.70E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.01E-01,0.00E+00,1.93E+03,1.93E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.19E+01,4.98E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.00E+00,8.00E+03,6.67E+01,1.26E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.00E+03,84,7.52E+00,0.00E+00,6.88E+09,0.00E+00,9.00E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.84E-01,0.00E+00,2.00E+03,2.00E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.20E+01,5.00E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.02E+00,8.00E+03,6.67E+01,1.33E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.07E+03,84,7.78E+00,0.00E+00,7.01E+09,0.00E+00,9.30E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.67E-01,0.00E+00,2.07E+03,2.07E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.22E+01,5.02E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.03E+00,8.00E+03,6.67E+01,1.40E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.13E+03,84,8.05E+00,0.00E+00,7.13E+09,0.00E+00,9.60E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.51E-01,0.00E+00,2.13E+03,2.13E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.23E+01,5.04E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.05E+00,8.00E+03,6.67E+01,1.46E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.20E+03,84,8.32E+00,0.00E+00,7.26E+09,0.00E+00,9.90E+02,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.34E-01,0.00E+00,2.20E+03,2.20E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.24E+01,5.06E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.06E+00,8.00E+03,6.67E+01,1.53E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.27E+03,84,8.59E+00,0.00E+00,7.39E+09,0.00E+00,1.02E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.17E-01,0.00E+00,2.27E+03,2.27E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.25E+01,5.08E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.07E+00,8.00E+03,6.67E+01,1.60E+03,1.19E+03,0.00E+00,0.00E+00,0.00E+00,2.33E+03,84,8.86E+00,0.00E+00,7.51E+09,0.00E+00,1.05E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.01E-01,0.00E+00,2.33E+03,2.33E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.26E+01,5.09E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.09E+00,8.00E+03,6.67E+01,1.66E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.40E+03,84,9.14E+00,0.00E+00,7.63E+09,0.00E+00,1.08E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.84E-01,0.00E+00,2.40E+03,2.40E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.27E+01,5.11E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.10E+00,8.00E+03,6.67E+01,1.73E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.47E+03,84,9.41E+00,0.00E+00,7.75E+09,0.00E+00,1.11E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.67E-01,0.00E+00,2.47E+03,2.47E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.28E+01,5.13E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.12E+00,8.00E+03,6.67E+01,1.80E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.53E+03,84,9.68E+00,0.00E+00,7.85E+09,0.00E+00,1.14E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.51E-01,0.00E+00,2.53E+03,2.53E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.30E+01,5.15E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.14E+00,8.00E+03,6.67E+01,1.86E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+03,84,9.96E+00,0.00E+00,7.94E+09,0.00E+00,1.17E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.34E-01,0.00E+00,2.60E+03,2.60E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.31E+01,5.17E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.15E+00,8.00E+03,6.67E+01,1.93E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.67E+03,84,1.02E+01,0.00E+00,8.01E+09,0.00E+00,1.20E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.17E-01,0.00E+00,2.67E+03,2.67E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.32E+01,5.19E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.18E+00,8.00E+03,6.67E+01,2.00E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.73E+03,84,1.05E+01,0.00E+00,8.07E+09,0.00E+00,1.23E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.01E-01,0.00E+00,2.73E+03,2.73E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.34E+01,5.22E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.20E+00,8.00E+03,6.67E+01,2.06E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.80E+03,84,1.08E+01,0.00E+00,8.12E+09,0.00E+00,1.26E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.84E-01,0.00E+00,2.80E+03,2.80E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.36E+01,5.25E-01
1,1,0,1,0,0,3,112,3.70E+05,8.00E+03,4.20E+00,8.00E+03,6.56E+00,2.07E+03,1.20E+03,0.00E+00,0.00E+00,0.00E+00,2.81E+03,84,1.08E+01,0.00E+00,8.13E+09,0.00E+00,1.26E+03,63,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.82E-01,0.00E+00,2.81E+03,2.81E+03,0.00E+00,0.00E+00,8.00E+03,4.20E+01,3.36E+01,5.25E-01
